dataSet,var,Species,Method,Estimate,Std.Error,t.value,p.value,Zscore,direction,PlotValue,Text
EMBARC,FEV1pred_perc,Porphyromonas_gingivalis,MASS::rlm,19.5828123214036,21.0178897570675,0.931721145545487,0.352132197211183,0.930461484181319,1,NA,NA
EMBARC,FEV1pred_perc,Prevotella_jejuni,MASS::rlm,95.8091975609628,21.969019939399,4.36110476594996,1.71085210291953e-05,4.29962778030813,1,4.29962778030813,+
EMBARC,FEV1pred_perc,Prevotella_melaninogenica,MASS::rlm,71.8310596873739,14.8896894970578,4.82421474951292,2.11324192117645e-06,4.74228198798886,1,4.74228198798886,+
EMBARC,FEV1pred_perc,Staphylococcus_aureus,MASS::rlm,-2.39157733266019,15.3287945424706,-0.156018617513202,0.876109596907718,-0.155902852407571,-1,NA,NA
EMBARC,FEV1pred_perc,Streptococcus_mitis,MASS::rlm,33.7045603402825,13.8978398524146,2.42516539967372,0.0158141335007566,2.4131770972644,1,2.4131770972644,+
EMBARC,FEV1pred_perc,Streptococcus_oralis,MASS::rlm,36.1252343331563,20.2478913640765,1.78414797292173,0.0752783691727851,1.77876456343576,1,1.77876456343576,NA
EMBARC,FEV1pred_perc,Streptococcus_parasanguinis,MASS::rlm,97.7063476863494,19.0008385009725,5.14221241769664,4.56044779783671e-07,5.04393898318086,1,5.04393898318086,+
EMBARC,FEV1pred_perc,Streptococcus_pneumoniae,MASS::rlm,16.3895890762438,15.1115462645365,1.08457392707102,0.278867726450138,1.08286640266513,1,NA,NA
EMBARC,FEV1pred_perc,Streptococcus_salivarius,MASS::rlm,43.7560454741526,13.9595719954117,3.13448331285046,0.00186925494468141,3.11025563103747,1,3.11025563103747,+
EMBARC,FEV1pred_perc,Streptococcus_sp._HSISM1,MASS::rlm,81.3400580295853,20.5781025716659,3.95274820631824,9.37434534832821e-05,3.90623988132926,1,3.90623988132926,+
EMBARC,FEV1pred_perc,Streptococcus_sp._LPB0220,MASS::rlm,76.1316220143969,20.5604342211544,3.70282170091846,0.000248155063886479,3.6641564610877,1,3.6641564610877,+
