#SampleID	174LBQA	206ZFDA	287DJQA	388DHLA	LD200117-0003_L3_1000785	LD200117-0004_L3_1000786	LD200117-0005_L3_1000787	LD200117-0006_L3_1000734	LD200117-0007_L3_1000735	LD200117-0008_L3_1000736	LD200117-0009_L3_1000737	LD200117-0010_L3_1000738	LD200117-0011_L3_1000739	LD200117-0012_L3_1000740	LD200117-0013_L3_1000741	LD200117-0014_L3_1000742	LD200117-0015_L3_1001290	LD200117-0016_L3_1001359	LD200117-0017_L3_1001360	LD200117-0018_L3_1000753	LD200117-0019_L3_1000754	LD200117-0020_L3_1000755	LD200117-0021_L4_1000756	LD200117-0022_L4_1000757	LD200117-0023_L4_1000758	LD200117-0024_L4_1000759	LD200117-0025_L2_R1000760	LD200117-0026_L2_1000761	LD210301-0050_S20210312-0111_376VYKZ	LD210301-0051_S20210312-0112_377VHWH	LD210301-0052_S20210312-0113_086VHXM	LD210301-0053_S20210312-0114_R173VHJW	LD210301-0054_S20210312-0115_384VCZL	LD210301-0055_S20210312-0116_372VJHK	LD210301-0056_S20210312-0117_348VYQM	LD210301-0057_S20210312-0118_371VTYJ	LD210301-0058_S20210312-0119_367VWSY	LD210301-0059_S20210312-0120_002VWWX	LD210301-0060_S20210312-0121_031VPYH	LD210301-0061_S20210312-0122_357VLTS	LD210301-0062_S20210312-0123_342VCSL	LD210304-0033_S20210324-0146_036VXHM	LD210304-0034_S20210324-0147_358VWXC	LD210304-0035_S20210324-0148_347VPZL	LD210304-0036_S20210324-0149_047VLRL	LD210304-0037_S20210324-0152_350VLYY	LD210304-0038_S20210324-0153_180VHMQ	LD210304-0039_S20210324-0154_006VHQK	LD210304-0040_S20210324-0155_199VOZQ	LD210304-0041_S20210324-0156_235VDBJ	LD210304-0042_S20210324-0157_027VYMX	LD210307-0034_S20210324-0158_388VDHL	LD210307-0035_S20210324-0159_390VNFD	LD210307-0036_S20210324-0160_392VWLL	LD210307-0037_S20210324-0161_153VWG	LD210307-0038_S20210324-0162_393VZLH	LD210307-0039_S20210324-0163_040VYDY	LD210307-0040_S20210324-0164_309VHJD	LD210307-0041_S20210324-0165_395VGSQ	LD210307-0042_S20210324-0166_036AXHM	LD210307-0043_S20210324-0167_358AWXC	LD210307-0044_S20210324-0168_083VYGC	LD210307-0045_S20210324-0169_004VWZY	LD210307-0046_S20210324-0170_227VZMH	LD210307-0047_S20210324-0150_351VZDY	LD210307-0048_S20210324-0151_243VHZH	LD210309-0041_S20210324-0175_347APZL	LD210309-0042_S20210324-0176_083AYGC	LD210309-0043_S20210324-0177_004AWZY	LD210309-0044_S20210324-0178_R227AZMH	LD210309-0045_S20210324-0179_351AZDY	LD210309-0046_S20210324-0180_R243AHZH	LD210309-0047_S20210324-0181_331ALDY	LD210309-0048_S20210324-0182_R215ATKH	LD210309-0049_S20210324-0183_325ALRY	LD210309-0050_S20210324-0184_379ALJJ	LD210309-0051_S20210324-0185_361ATLX	LD210309-0052_S20210324-0186_C010WL	LD210309-0053_S20210324-0187_C013MJH	LD210309-0054_S20210324-0188_C024XHR	LD210309-0055_S20210324-0189_C018LJP	LD210309-0056_S20210324-0190_C017YYM	LD210309-0057_S20210324-0191_C020LBJ	LD210309-0058_S20210324-0192_C022SMR	LD210309-0059_S20210324-0193_C014LWG	LD210309-0060_S20210324-0194_C025PCY	LD210309-0061_S20210324-0195_C002HHP	LD210309-0062_S20210324-0196_C001CJB	LD210309-0063_S20210324-0197_C006LYH	LD210309-0064_S20210324-0198_C007XXZ	LD210309-0065_S20210324-0199_C008QLX	LD210309-0066_S20210324-0200_C009HHY	LD210309-0067_S20210324-0201_C003XYQ	LD210309-0068_S20210324-0202_C026CBR	LD210309-0069_S20210324-0203_C031CQS	LD210309-0070_S20210324-0204_C034LJ	LD210309-0071_S20210324-0205_331VLDY	LD210309-0072_S20210324-0206_215VTKH	LD210309-0073_S20210324-0207_325VLRY	LD210309-0074_S20210324-0208_379VLJJ	LD210309-0075_S20210324-0209_361VTLX	LD210309-0076_S20210324-0210_359VYSH	LD210309-0077_S20210324-0211_R195VXXY	LD210309-0078_S20210324-0212_155VCHJ	LD210309-0079_S20210324-0213_353VGSZ	LD210309-0080_S20210324-0214_R149VYYD	LD210309-0081_S20210324-0215_322VCHL	LD210309-0082_S20210324-0216_230VLSH	LD210309-0083_S20210324-0217_370VLZW	LD210309-0084_S20210324-0218_373VHXR	LD210309-0085_S20210324-0219_110VZSZ	LD210309-0086_S20210324-0220_189VXZJ	LD210309-0087_S20210324-0221_220VDXP	LD210309-0088_S20210324-0222_362VLBJ	LD210310-0025_S20210324-0171_354VPYM	LD210310-0026_S20210324-0172_363VLH	LD210310-0027_S20210324-0173_364VCZ	LD210310-0028_S20210324-0174_366VZMY
K01485	0	1.304052	3.97016	6.886217	0.134771	17.6036	0	0.255754	0	0.539084	4.523812	0.236928	0	8.939622	0.255754	0.269542	3.704782	0	0.972955	5.66049	0.681957	0.741055	1.996782	0	1.646392	0	0.594112	0.562924	0.0844564	4.857145	0	0	0	2.309331	0	0.929021	0	0	0.433639	0	0.333333	0	0	0	0	0	0	0.156184	0.632911	1.670695	0	0.20098	0	0	0	0	0.255319	0	0.772727	0	0.344828	0.299401	0	0.624081	0.269542	0	0	0	0	0.86355	0.947723	0	10.2778	1.145009	0	1.159445	0.138186	4.422614	0.556984	3.0180173	3.115241	2.324052	5.6229225	0.775382	5.831369	4.1123496	2.0227572	5.873305	8.171811	4.891152	3.221811	3.9935173	0.8598345	0.937537	1.2675244	0.875468	8.32363	0	0	0	0	0.536388	0	0	0	0.533333	0	0.928544	0	0	3.552996	0	0	0	0.248877	0	0	0
K21947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77821	0	0	0	0	0	0	0	0.130999	0	25.66445	22.66298	26.24016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09774	0.325758	1	8.0521	0.901515	14.603746	17.6086	42.935	10.216452	0	1.161986	4.00813	32.7696	0.333333	12.342471	1.137985	0	16.808292	1.3266	1.801039	5.61056	0	7.623089	17.590507	0	22.579123	17.1192	26.7697	1.893997	12.137088	6.274631	2.1393	0	0.66521	0.550135	0	4.308955	0	0.726368	3.75135	0	6.265467	0.598802	1.98148	0.806452	21.319744	15.4851	0	3.604293	0	2.701803	13.187	0	0	0	1.603028	0	2.81183	0	3.827344	0	1	2.513781	0	0.980578	0.300813	13.29514	17.082806	8.2439	19.4797	3.433378	3.305555	22.779341	14.600677	1.750162	0.260317	1.734626	82.151782	13.170154	4.906329	3.286781	9.401235	11.214145	22.8311293	13.110703	18.141467	11.26311	10.154491	14.953775	20.470634	9.993245	12.763697	18.902669	15.25942	13.76794	4.646214	1.112134	9.4951	0	0	1.185261	0	3.946256	27.211386	1.32407	0	10.434205	0	1.684562	4.325367	0	5.20867	0	48.3875	7.142128	30.319738	5.528798	0.925926	1.56481
K08310	0	0	0	3	12.1927	0	0	2	0	4.90873	0	25.1529	1.37615	0.5	0	0	2.414414	0	0	0	0	0.8	10.2936	0	2.781113	0.168196	17.0948	1	1.900709	0	0	0	0	0	0	1.937091	0	0	1	0	4.600132	0	0	0	1.88235	0	0	0	0	0	24.6914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60856	0	0	13.3731	1.68794	0	0	0	0	0	0.5	0	1.333333	0	0.7	0.856269	0	2.91111	2.577982	4.89798	0	2.50765	1.5	3.090676	2.424839	8.311926	10.614583	0	8.27273	0	0	0	0	0	0	0	1	20.94237	0	0	0	0	0	0	0	0	0	0	10.40318	0	2.0581	0	0
K21416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65714	1.17937	0.70696	3.10952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2.896491	1.31228	2.17018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18315	1	1.509804	0	1.15033	0	0	0	2.42484	0	0	0.0842491	0	0	0	1.42649	0.745098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02501	0	0.616162	4.8528	1.800059	18.769497	13.516095	64.06248	12.460598	0.678788	0.606667	0.795091	41.848284	6.411201	9.858493	0.738384	1.072727	27.797142	2.890103	0	2.849316	2.023087	20.274306	22.481489	17.759365	40.169802	20.116427	44.51741	12.638007	26.442284	17.890913	0	7.806686	1.89899	0.251029	0.506803	4.019115	0.272171	3.126117	6.32912	4.421811	13.734216	1.294294	2.858587	0	20.746365	13.6889	21.111327	6.359974	5.300777	4.180843	47.110058	34.732974	53.017045	22.889862	36.694134	0	0	1.49122	5.846019	1	0.846465	10.823443	19.0261	1.365657	0	11.8244	19.457057	2.705453	27.881045	5.40613	1.907253	34.3711	12.327869	5.287471	10.956457	5.104799	92.829634	7.809528	15.591847	13.832554	21.717505	24.146398	29.107582	13.433221	30.771733	29.384544	24.746206	28.2948129	26.102775	16.001857	24.852382	26.2755261	33.463353	21.923122	13.553406	22.473611	12.199854	0.131313	30.133415	3.122661	3.19414	2.650214	25.375389	0	0.606061	26.0559865	0	1.2386	7.945046	1.686628	0	2.163055	0.324675	12.435894	37.368345	6.97557	4.289861	24.42277
K01521	0.409756	0	3.409754	2.28943	0	15.46337	0	0.227273	0	4.64545	0	0	0.448485	8.647155	0	0	0	0	0	5.66337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.454545	0	0	0	0	0	0.910606	13.632	0	0	0.420792	0	2.28179	0	0	0	0	0.454545	0	0	0	0.243902	0	0	0	0	0	0.227273	0.731707	0	0	9.57426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09778	0	0	0	0	0	0	0	5.121434	0	0.769231	0.287356	0	0	0	0	0	0.525451	0	0.289617	0.643357	3.4387	2.459384	1.917774	0	1.301794	1.40476	0	0.514463	0.34965	0	0	0	0	0	0	0	0	0	4.785243	0	0.238095	0.333333	0	0.703954	0	0	2.075916	0.728671	0	0.656895	0.409836	34.30379	18.59605	21.41071	0.4226659	0	0	0	0	0	0	0	0	0	0	0	0.714286	0	0	1.141147	0	0	0	0	0	1.776755	0.702381	0.868235	2.545715	0.921335	2.822735	1.716396	1.0892741	3.671481	1.121789	3.132085	0	2.234278	2.85637	1.740323	1.820044	0.601399	6.118	4.620385	6.640918	2.308971	0	0	0	0	3.17381	0	0	0	0	0.657343	0	0.47619	2.19349	0	0	5.65	4.94928	0	0	0.574713	0.69697	0
K14161	0	2.17371	1.178557	0	0	0	1.75641	0	0	0	0	0	0	0	0	0.935897	0	0	0	0	0	0	0.937037	0	0	0	1.52564	0	0	0	0	1.60256	0	0.884615	0	0	0	0	0	2.19231	0	0	16.64	1.84615	0	0	0	4.599243	0	0	0	1.82051	0	0	1	0	0	0	0	0	4.88	1.85185	0	0	4.26923	0	0	0	0	0	3.74359	1.34615	0	0	0	0	0	0	0	0	0	0	0.802469	0	0	0	0	0	0	0	0	0	0	0	1.58025	0	0	0	0	0	0	0	0	0	0	0	0.923077	0	0	0	0	0	0	0	1	0	0	0
K09979	0	0	0	0	0	0	0	0.862069	0	0	0	0	0	0	0	0	1.25455	0	0	0	0	0	0.526316	0	1.704923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29023	1	0.684848	0.232759	0.221264	0	0	0.72043	0	0	0	0.714286	0	3.34474	0	3.16954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01227	0	0	0	0	0.107066	0	0	2.941606	0.25974	0	0	0.31348	0.167785	0.833954	0	0	0.35625	0	0	0.456018	0	2.2885634	4.7597771	0	5.465791	0.117371	0	0.949799	1.3370449	0	0	0	0	0.273224	0	0.522555	0	0.951684	0.429517	0.292398	1.56746	0	0	0	0	0	0	1.005473	0.1889913	1.2476344	2.167396	0	0	0.151057	1.827922	0	0	0	0	0	0	2.063187	0	0	0	0	0	0.31348	0	0.37768	0.0974659	0.0974659	0	0.655028	1.131448	0.20202	0	2.4266875	0.4780926	0.904045	3.12941	1.2546902	1.6298092	5.834136	0.2193663	1.9077075	1.722625	7.2496359	1.851122	2.7817056	2.0067431	3.0977665	1.3642114	0.4716999	1.011449	6.792502	0.117371	0	0	0	0	0.434783	0	0	0	0.208333	0	0.239234	0.33557	0	0	0	0	0	3.30646	1.85592	2.178033	1.99886
K19229	0	0	2.587787	1.05338	7.531508	15.9435778	41.3456	4.583414	0.932135	1.586663	3.884447	32.5511138	0.455615	9.045384	0.787878	0.312223	13.019344	0.851987	2.420609	0.45342	0.2640064	1.992586	11.514588	0	3.588667	14.493409	33.08663	0.434343	3.8383972	7.5630039	0	1.262626	0	2.005311	0	6.6327476	0	0	3.516518	0	3.180552	0	1.01695	0	12.9377557	16.266689	0	1.15986	4.006694	1.607918	14.066677	0	0	0.0551876	5.2744517	0	3.009107	0.613874	2.2755693	0	0.872365	5.738495	0	0	0	10.12444	15.57445	4.676673	15.611159	4.1679434	2.43814	31.04333	0.318471	1.259645	0.166667	0.926079	57.967323	7.122189	1.1806856	3.565771	8.7638309	9.971957	14.288809	5.383517	12.1517079	18.45965	8.140591	8.316009	19.611442	9.4830231	4.570058	12.1355854	13.735575	7.465759	3.993639	4.752824	0.221239	0.169492	0.152824	1.250853	0.706748	4.28114	14.508888	0	0	9.574973	0	4.8876179	0	0.331126	4.01591	0.333333	41.5367	11.354443	27.36884	5.56333	2.311106	0
K07179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266949	0	0	0	0	0	0	0	0.211864	0	6.06664	3.906792	5.178689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07722	0	0	0	0	0	0	0	1.76743	0	0	0	0	0	0	0.977273	0	0	0	0	0	0	0	0	0	0.577558	0	0	0.568182	0	0	0	0	0	0	0	0	0	1.13636	0	0	0	0.591837	0	0	0	0	0	0	0	0	0	32.388835	23.964207	29.39409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13201	0.931727	0.481061	0.568182	0	0.568182	0.165017	0	0	0	0	0.257426	0.973597	0.943182	0.57277	1.78439	0	0.372937	0	0	0	0	0	0.455446	0	0	0	0.568182	0	0	0	0	0	0	0	0	0	0	0	0
K03890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1.97222	0.816667	0	0	0	0	0	0	0	0	0	0	0.716667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K07104	0	0	0	0	0	0	0	1.384504	0	0	0	0.246914	0	0	0	0	2.405446	0	0.153257	0.970254	0	2.645715	2.533371	0	2.51657	0	0	0	0.583333	1.32479	0	0	0	0	0	0.752688	0	0	2.93651	0	2	0	0	0	0	0	0	0	0.0906555	3.58776	0	0	0	0	0	0	0	0.462963	0.844697	1.666275	0	0.236967	0	0	0	0	1.833502	0	0	0	0	0	0	0	0	0.570881	0	0.786325	0.670062	1.51064	0.473405	2.833705	0	4.288844	0.588235	0.510204	1.787581	7.956784	1.124143	1.139269	2.066577	2.070073	1.146194	1.285388	0.285322	4.250049	0	0	0	2.838713	0.90411	0.209205	0	0	0	3.287398	0	0.823188	0	0.215517	0	0	0	0	0.784091	0.682099	2.277502	1.580948
K19088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.427403	1	1.231481	0	0	0.988095	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347629	0.215983	0	0	0.3447493	0	0	0.142857	0.215983	0	30.296329	16.81157	17.40643	0.0817901	0	0	0	0	0	0	0	0	0	0	0	0	0.746269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.568901	0.231481	0.396825	0.651741	0	0	0.404463	0.319444	0	1.35135	0.396825	1.492813	1.01351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462963	0.862319	0	0	0	0	0	0
K07141	0	0	0	0.243386	0	0	0	0.516755	0	0	0	0	0	0	0	0	2.445857	0.637684	0	0.529101	0.260417	1.022349	3.828869	0	4.66688	3.721896	0	1.289117	7.02365	2.066476	0	0	0	0	0	0.26455	0	0	3.579599	0	3.81791	0	0	0	0	0	5.995923	1.861413	0.186736	2.20778	0.770833	0.810526	0.501754	0.340351	1.051084	0	0	0.523297	0	0	0	0	0	0.23416	0	0	0.532338	0.189394	0	0	1.167807	0	0	0.26178	0	2.8382514	0	4.292034	8.513752	6.371828	7.492759	1.380573	0.906396	4.215356	2.022031	4.486781	1.3003624	0.339905	0.260417	5.673414	4.94727	4.860842	1.252007	6.834417	2.582926	10.441272	0	0.673472	0	0.637063	0	0.294118	0	0	0	0	0	0	1.757767	0.485437	0	0.5291	0	0	0	0	0	0
K13281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0.774667	0	0	0	0	0	0	0.4	0	23.73262	17.53675	24.39485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05366	2.8901758	1.2469683	0.664818	1.464122	31.5722375	16.8343538	64.4480175	76.8053947999999	12.52766	15.4575582	26.8681981	41.1012969	9.3098322	12.2436003	19.7232655	17.0137917	120.6539805	20.9125157	9.290535	7.5942386	27.9493435	73.6804235	85.8571179	26.5971532	79.3094661	30.2203369	52.2322275	57.7483491	87.0809828999999	38.5633279	7.0039841	11.0213456	14.886266	25.2331532	23.1876329	28.0986468	24.253317	4.2544316	48.7049687	36.6520573	93.489573	6.0091736	4.9445527	15.1019115	35.1946775	18.9644477	63.7222378	46.19713	37.5331238	31.2821347	30.0209611	62.2503231	54.136179	56.3220142	52.1901888	12.2098599	26.4197743	3.3508453	42.5075947	3.1377342	2.8019198	23.0587097	13.450653	14.8900469	28.2922057	10.6231397	23.6372622	7.8626003	25.336932	37.4962554	35.0728662	48.5028201	15.3342706	30.6184376	15.3293758	40.7852281	110.8817278	86.9886907	105.6150396	92.5858074	98.7799982	87.6775462000001	83.3053264999999	102.9151707	94.6806012	104.0738358	86.9927765	93.0220465999999	111.641285	98.2832464	115.6056523	80.5517981	122.7047069	102.0249256	103.3775756	80.7823136	15.6199467	25.1154213	20.3594156	18.4271386	16.5004573	26.1703158	21.2162588	12.826604	27.4164616	43.7533153	19.5499403	17.8219571	20.3265605	29.6390045	5.4997738	35.0547059	66.2573953	15.78338	47.2644012	18.6417545	8.48371	13.917952
K17074	0	0	0	0	0	0	0	1.07989	0	0	0.641026	0	0	0	0	0	0	0	0	0.765393	0	0	0.873949	0	2.700053	0	0	0.896358	0	7.171734	2.77056	2.47619	3.89177	1.97835	3.15729	1.841243	2.27994	2.80087	4.12554	2.8153	2.629686	0	0	0	0	0	0.641321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47619	0	0	0	0	0	0	0	0.892928	0	0	0.209677	0	1.68067	1.117512	0.238095	1.65713	0.333333	0.791005	0.847851	0.223242	0.823009	1.309214	0.358974	1.596208	0	0.665079	0	0	0	0	0	0	0	0	0	0.354497	0	0	0	0	0	0	0	0	0.403226	0	0	0
K02911	1	2	1	0	20	9.761905	10	35.839017	12	2	13.870748	11	6.62963	12.77037	19	12	22.16296	19	2	7.755556	2.816327	37.92778	24	18	24.19462	1	11	26.890741	27.548149	17.425	5	9	7	21	14	24	18	8	4.22963	17	21	2	2	4.30303	12.02222	1.385185	40.77778	17	24.72727	6	1	16	10	13	34.33118	13	8.84848	2	6.86395	5	1	2	16	2	17	0.242424	4	0	0	9.25926	20.984918	4	21	16.57037	23	19.333337	3	19	10.39259	25.643688	24.193159	30.609428	28.451515	38.827013	31.166666	24.555556	28	42.228103	25.111111	19.23673	22.859259	23.003367	29.078303	25.257407	24	27.34074	23	13	31	16.714286	4	29.30303	1	9	16	26.366667	21	1.34074	9.103704	29	1	2.891156	0	2	12	3	3	8
K08682	0	0	2.40509	0	0	14.1273	0	0	0	0	0	0	0	11.0648	0	0	0	0	0	6.62268	0	0	0	0	0	0	0.916667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.347222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.2708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.645833	0.108796	0	9.98611	0	0	0	0	0	0	0	0	0	0.666667	0	0	0	0	0	0	0	0	0	0	0
K07306	0	0	0.1320133	0	10.376817	0.131926	44.504724	0.904022	0.395778	1.158523	0	28.20768	0.0659631	1.887154	0.394899	0.153374	0	0.108619	0.263146	5.248421	2.711671	0.654478	11.041493	0	0.285666	15.5783	30.784751	0	0	1.389081	0	0	0	0	0	0	0	0	0.569305	0	0.0766871	0.264201	0	0	18.827152	11.978646	0	0	0.325542	0.2301392	14.346907	0.292835	0	0	0.704538	0	0	0	0	0	0	2.7102046	0.169779	0	0	11.118819	16.5598502	3.1183631	15.068116	0.910149	0	29.34306	11.4035	0.9910341	0	0	79.846663	0.215517	0.0659631	0	1.5207886	0	0	0.463941	0.198151	1.242803	3.1817928	1.4509	2.490958	4.2364402	0.73624	0.735812	0.572086	0	0	0	7.37778	0.26738	0	0	0	0.153374	15.646797	0	0	0.131926	0	0.512042	0	0	0	2.577074	47.56269	8.1037983	33.9644	5.886697	0	0
K06140	3.05098	0	0	1.65098	23.898	0	11.5059	1.10196	10.6588	0.584314	28.2902	3.47843	3.80392	0	24.5294	12.2196	0	19.8863	0	0	0.2	13.7647	0	24.7098	0	0	17.2118	16.7647	0	0	0	1.30196	14.5647	20.9529	34.40783	17.6902	25.1451	0	0	16.5137	8.28235	1.05098	0.192157	15.6471	30.2	0	11.4157	19.2471	27.10982	2.43137	0	14.7176	22.2706	19.4627	7.71373	7.78431	27.2196	0	0	0	0	0	12.051	0	28.698	0	0	0	0	0	21.5294	3.71373	13.3412	28.3922	18.7843	4.58431	0	0	0	0	0	0	0	0	0	0	0	0.505882	0	0	0	0	0	0	0	0	17.6863	28.9922	24.8431	7.41569	4.18039	17.6706	0	19.2275	24.9922	0	28.0392	0	0	21.7608	0	0	0	0	3.02745	0	0	9.21961
K13732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177305	0	0	0	0	0.638244	0	0	0.177305	0	0	0.718407	0	0	0	0	0.857143	0	0	0	0	0	2.492595	0	0.558659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.855064	0	0	0	0	0	0	0.186795	0	0	0	0	0	0	0	0	0.177305	0	0.655437	0.8315525	0.562924	0.265957	2.683334	0.174825	1.67784	0.177305	0.35461	0	0	0	0	0.0886525	0	0	0.565044	1.409418	0.0886525	0	0	0	0	0	0	0	0	0	5.749076	0	0	0	0	0	0	0	0	4.958804	8.330438	6.124991	4.630871
K01965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.928882	0	0	0	0.384058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714286	2.268567	0.568841	0	0	0.193841	0.986025	0	0.115942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05966	0	0	0	0	0	0	0	0.277778	0.439817	1.13953	0	0	0	0	0	0	2.145631	0	0	1.863422	1.889631	1.130138	1.70178	0	0	0	0.411523	2.109997	1.243205	0.911586	0	0	0	0	0	0	0	0	0.236051	0	1.775845	0	0	0	0	0	1.23891	0.473533	0	0	0.537004	3.51762	1.61382	2.863164	0.277778	0	0	0	0.724638	0	0	0	0	0	0	0.594315	0	0	0	1.132708	1	0.166667	9.15226	0	0	0.214592	0	0.670859	0.0915594	1.978962	5.337476	0.175966	1.985625	4.122248	2.500685	0.427754	0.801704	1.923199	0.739381	0.9096398	1.796989	2.450797	0.631519	3.954348	3.434511	0.754832	8.52126	0	0	0	2.455556	0	0	0	0	0	0.548148	0.555556	0	0	0	2.29167	0	0	0.225225	0.277778	0.131617	0
K07665	4.180788	1.0809793	9.6558	14.18296	5.60684	13.2298	0	0.495726	4.11966	0	9.431845	1	0.555556	2.73258	1.68376	4.48718	0	5.496166	0	6.95693	0	1.4359	0	4.18803	0	2.66296	2.536158	3.53846	0	0	0	0.700855	1.38462	2.05983	10.7778	5.40171	3.59829	0	0	10.2735	1.16239	0	0	5.70085	3.94017	0	1.188469	2.77778	0	0	0.649573	24.61748	2.57265	4.65812	0	4.24786	8.1453	0	0	0	0	0	3.62393	0	3.69231	0.461538	0	0	0	0	8.16239	2.20513	9.41621	1.60684	2.82906	1.82051	0	0	0	0	0	0	0	0	0	0	0	0	0.564972	0	0	0	0	0	0	0	9.92884	2.86325	2.24786	1.20513	0.444444	6.03419	0	1.11111	3.23077	0	7.78632	0	0	2.04274	0	0	0	0	1.50427	0	0	2.79487
K19225	0	0	0	0	0	0	0	1.21147	0	0	0	0	0	0	0	0	0.407767	0.863799	0	0.322581	0	0.54109	1.344086	0	2.7653801	0	0	0.36512	0.442478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203252	0.273224	0	0	0.273224	0	0.162866	0	0	0	0.325733	0.438967	0.325733	0	0.406504	0	0	0	0	0.325733	0	0	0	0.751773	0	0	0	0	1.389503	0	0.556557	0.322581	0.524383	3.968958	0.974047	0.375405	1.354422	1.108862	1.487677	0	0.872611	0	0.674694	2.276689	1.983564	1.624548	0	0.537634	5.228622	0	0	0	0.327913	0.338798	0.125683	0	0	0	3.257757	0	0	0	1.444444	0	0	0	0	1.82736	2.800217	0.488599	0.553746
