Metabolites	Module	Class
HMDB0028981	antiquewhite1	Amino acids, peptides, and analogues
HMDB0028984	dodgerblue1	Amino acids, peptides, and analogues
HMDB0028987	plum2	Amino acids, peptides, and analogues
HMDB0028988	plum4	Amino acids, peptides, and analogues
HMDB0028989	bisque4	Amino acids, peptides, and analogues
HMDB0028990	rosybrown2	Amino acids, peptides, and analogues
HMDB0028991	brown2	Amino acids, peptides, and analogues
HMDB0028992	firebrick	Amino acids, peptides, and analogues
HMDB0028993	mistyrose	Amino acids, peptides, and analogues
HMDB0028995	thistle3	Amino acids, peptides, and analogues
HMDB0028997	thistle3	Amino acids, peptides, and analogues
HMDB0029000	bisque4	Amino acids, peptides, and analogues
HMDB0029005	rosybrown2	Amino acids, peptides, and analogues
HMDB0029006	royalblue	Amino acids, peptides, and analogues
HMDB0029007	royalblue	Amino acids, peptides, and analogues
HMDB0029010	mistyrose2	Amino acids, peptides, and analogues
HMDB0029011	mistyrose1	Amino acids, peptides, and analogues
HMDB0029012	hotpink1	Amino acids, peptides, and analogues
HMDB0029016	palegreen1	Amino acids, peptides, and analogues
HMDB0029018	tan3	Amino acids, peptides, and analogues
HMDB0029019	deepskyblue	Amino acids, peptides, and analogues
HMDB0029022	dodgerblue1	Amino acids, peptides, and analogues
HMDB0029023	mediumorchid1	Amino acids, peptides, and analogues
HMDB0029027	indianred2	Amino acids, peptides, and analogues
HMDB0029030	dodgerblue	Amino acids, peptides, and analogues
HMDB0029031	bisque3	Amino acids, peptides, and analogues
HMDB0029036	magenta2	Amino acids, peptides, and analogues
HMDB0029040	darkviolet	Amino acids, peptides, and analogues
HMDB0029043	rosybrown2	Amino acids, peptides, and analogues
HMDB0029044	lightyellow4	Amino acids, peptides, and analogues
HMDB0029045	lavenderblush3	Amino acids, peptides, and analogues
HMDB0029048	darkturquoise	Amino acids, peptides, and analogues
HMDB0029049	whitesmoke	Amino acids, peptides, and analogues
HMDB0029050	dodgerblue1	Amino acids, peptides, and analogues
HMDB0029051	royalblue	Amino acids, peptides, and analogues
HMDB0029054	dodgerblue1	Amino acids, peptides, and analogues
HMDB0029056	rosybrown2	Amino acids, peptides, and analogues
HMDB0029058	hotpink3	Amino acids, peptides, and analogues
HMDB0029059	lightsteelblue1	Amino acids, peptides, and analogues
HMDB0029061	antiquewhite2	Amino acids, peptides, and analogues
HMDB0029065	rosybrown2	Amino acids, peptides, and analogues
HMDB0029067	royalblue	Amino acids, peptides, and analogues
HMDB0029068	bisque4	Amino acids, peptides, and analogues
HMDB0029069	lightsteelblue1	Amino acids, peptides, and analogues
HMDB0029070	rosybrown2	Amino acids, peptides, and analogues
HMDB0029072	royalblue	Amino acids, peptides, and analogues
HMDB0029073	bisque4	Amino acids, peptides, and analogues
HMDB0029074	rosybrown2	Amino acids, peptides, and analogues
HMDB0029078	royalblue	Amino acids, peptides, and analogues
HMDB0029079	sienna4	Amino acids, peptides, and analogues
HMDB0029081	dodgerblue1	Amino acids, peptides, and analogues
HMDB0029082	mistyrose	Amino acids, peptides, and analogues
HMDB0029087	plum3	Amino acids, peptides, and analogues
HMDB0029088	dodgerblue1	Amino acids, peptides, and analogues
HMDB0029089	mistyrose	Amino acids, peptides, and analogues
HMDB0029090	royalblue	Amino acids, peptides, and analogues
HMDB0029092	lavenderblush3	Amino acids, peptides, and analogues
HMDB0029093	peachpuff3	Amino acids, peptides, and analogues
HMDB0029098	rosybrown2	Amino acids, peptides, and analogues
HMDB0029099	chocolate1	Amino acids, peptides, and analogues
HMDB0029100	plum4	Amino acids, peptides, and analogues
HMDB0029101	red3	Amino acids, peptides, and analogues
HMDB0029104	royalblue3	Amino acids, peptides, and analogues
HMDB0029105	dodgerblue1	Amino acids, peptides, and analogues
HMDB0029106	lightsteelblue1	Amino acids, peptides, and analogues
HMDB0029107	rosybrown2	Amino acids, peptides, and analogues
HMDB0029109	lightsteelblue1	Amino acids, peptides, and analogues
HMDB0029110	chocolate1	Amino acids, peptides, and analogues
HMDB0029111	bisque4	Amino acids, peptides, and analogues
HMDB0029112	moccasin	Amino acids, peptides, and analogues
HMDB0029113	bisque3	Amino acids, peptides, and analogues
HMDB0029114	royalblue	Amino acids, peptides, and analogues
HMDB0029115	rosybrown2	Amino acids, peptides, and analogues
HMDB0029117	peachpuff4	Amino acids, peptides, and analogues
HMDB0029119	chocolate2	Amino acids, peptides, and analogues
HMDB0029120	lightgoldenrod2	Amino acids, peptides, and analogues
HMDB0029121	dodgerblue1	Amino acids, peptides, and analogues
HMDB0029122	navajowhite2	Amino acids, peptides, and analogues
HMDB0029124	mediumpurple2	Amino acids, peptides, and analogues
HMDB0029126	brown2	Amino acids, peptides, and analogues
HMDB0029128	lightskyblue	Amino acids, peptides, and analogues
HMDB0029130	lavenderblush3	Amino acids, peptides, and analogues
HMDB0029131	lightpink2	Amino acids, peptides, and analogues
HMDB0029132	palevioletred1	Amino acids, peptides, and analogues
HMDB0029134	rosybrown2	Amino acids, peptides, and analogues
HMDB0029135	dodgerblue1	Amino acids, peptides, and analogues
HMDB0029137	rosybrown2	Amino acids, peptides, and analogues
HMDB0029141	lightsteelblue1	Amino acids, peptides, and analogues
HMDB0029143	coral1	Amino acids, peptides, and analogues
HMDB0029151	mistyrose2	Amino acids, peptides, and analogues
HMDB0029154	dodgerblue1	Amino acids, peptides, and analogues
HMDB0029156	darkorange	Amino acids, peptides, and analogues
HMDB0029158	darkviolet	Amino acids, peptides, and analogues
HMDB0029159	skyblue3	Amino acids, peptides, and analogues
HMDB0029160	brown2	Amino acids, peptides, and analogues
HMDB0029163	honeydew1	Amino acids, peptides, and analogues
HMDB0029225	dodgerblue1	Amino acids, peptides, and analogues
HMDB0029334	green	Amino acids, peptides, and analogues
HMDB0029336	dodgerblue1	Amino acids, peptides, and analogues
HMDB0029338	lemonchiffon4	Amino acids, peptides, and analogues
HMDB0029356	lightcoral	Amino acids, peptides, and analogues
HMDB0029393	brown2	Amino acids, peptides, and analogues
HMDB0029394	lemonchiffon4	Amino acids, peptides, and analogues
HMDB0029415	goldenrod3	Amino acids, peptides, and analogues
HMDB0029419	lightsteelblue1	Amino acids, peptides, and analogues
HMDB0029421	whitesmoke	Amino acids, peptides, and analogues
HMDB0029422	orange1	Amino acids, peptides, and analogues
HMDB0029424	lightsteelblue1	Amino acids, peptides, and analogues
HMDB0029429	aliceblue	Amino acids, peptides, and analogues
HMDB0029435	mistyrose2	Amino acids, peptides, and analogues
HMDB0029436	darkred	Amino acids, peptides, and analogues
HMDB0029445	lightsteelblue1	Amino acids, peptides, and analogues
HMDB0029451	olivedrab4	Amino acids, peptides, and analogues
HMDB0029736	darkseagreen4	Amino acids, peptides, and analogues
HMDB0029944	darkseagreen	Amino acids, peptides, and analogues
HMDB0030199	navajowhite2	Amino acids, peptides, and analogues
HMDB0030405	indianred4	Amino acids, peptides, and analogues
HMDB0030407	dodgerblue1	Amino acids, peptides, and analogues
HMDB0030409	hotpink1	Amino acids, peptides, and analogues
HMDB0030410	salmon4	Amino acids, peptides, and analogues
HMDB0030419	salmon	Amino acids, peptides, and analogues
HMDB0030525	green4	Amino acids, peptides, and analogues
HMDB0031360	lightgreen	Amino acids, peptides, and analogues
HMDB0031412	whitesmoke	Amino acids, peptides, and analogues
HMDB0031701	brown2	Amino acids, peptides, and analogues
HMDB0031863	coral2	Amino acids, peptides, and analogues
HMDB0031874	coral	Amino acids, peptides, and analogues
HMDB0031985	antiquewhite4	Amino acids, peptides, and analogues
HMDB0032382	tan3	Amino acids, peptides, and analogues
HMDB0032766	darkviolet	Amino acids, peptides, and analogues
HMDB0033242	limegreen	Amino acids, peptides, and analogues
HMDB0033442	coral2	Amino acids, peptides, and analogues
HMDB0033599	magenta2	Amino acids, peptides, and analogues
HMDB0033602	cyan4	Amino acids, peptides, and analogues
HMDB0033617	dodgerblue1	Amino acids, peptides, and analogues
HMDB0033926	pink1	Amino acids, peptides, and analogues
HMDB0034441	darkturquoise	Amino acids, peptides, and analogues
HMDB0034554	skyblue4	Amino acids, peptides, and analogues
HMDB0036552	dodgerblue1	Amino acids, peptides, and analogues
HMDB0036553	coral	Amino acids, peptides, and analogues
HMDB0037839	whitesmoke	Amino acids, peptides, and analogues
HMDB0038224	green3	Amino acids, peptides, and analogues
HMDB0038675	mediumpurple1	Amino acids, peptides, and analogues
HMDB0039001	magenta1	Amino acids, peptides, and analogues
HMDB0039160	green3	Amino acids, peptides, and analogues
HMDB0039780	brown4	Amino acids, peptides, and analogues
HMDB0040696	dodgerblue1	Amino acids, peptides, and analogues
HMDB0041053	black	Amino acids, peptides, and analogues
HMDB0041309	goldenrod3	Amino acids, peptides, and analogues
HMDB0041373	mediumorchid2	Amino acids, peptides, and analogues
HMDB0041541	dodgerblue1	Amino acids, peptides, and analogues
HMDB0041851	mistyrose4	Amino acids, peptides, and analogues
HMDB0041907	tomato	Amino acids, peptides, and analogues
HMDB0059787	magenta2	Amino acids, peptides, and analogues
HMDB0059788	rosybrown2	Amino acids, peptides, and analogues
HMDB0059795	tan3	Amino acids, peptides, and analogues
HMDB0060076	lightslateblue	Amino acids, peptides, and analogues
HMDB0060110	mistyrose2	Amino acids, peptides, and analogues
HMDB0060144	dodgerblue1	Amino acids, peptides, and analogues
HMDB0060168	mistyrose2	Amino acids, peptides, and analogues
HMDB0060473	darkseagreen4	Amino acids, peptides, and analogues
HMDB0060617	coral	Amino acids, peptides, and analogues
HMDB0060813	tan2	Amino acids, peptides, and analogues
HMDB0060855	lightpink2	Amino acids, peptides, and analogues
HMDB0061099	dodgerblue1	Amino acids, peptides, and analogues
HMDB0061146	rosybrown2	Amino acids, peptides, and analogues
HMDB0061156	lightpink	Amino acids, peptides, and analogues
HMDB0062178	mistyrose	Amino acids, peptides, and analogues
HMDB0062182	goldenrod3	Amino acids, peptides, and analogues
HMDB0062570	darkorange2	Amino acids, peptides, and analogues
HMDB0062734	whitesmoke	Amino acids, peptides, and analogues
HMDB0062762	darkseagreen1	Amino acids, peptides, and analogues
HMDB0094648	lemonchiffon3	Amino acids, peptides, and analogues
HMDB0094676	moccasin	Amino acids, peptides, and analogues
HMDB0094722	lightyellow	Amino acids, peptides, and analogues
HMDB0125580	antiquewhite4	Amino acids, peptides, and analogues
HMDB0125910	ivory	Amino acids, peptides, and analogues
HMDB0126128	rosybrown1	Amino acids, peptides, and analogues
HMDB0126538	burlywood3	Amino acids, peptides, and analogues
HMDB0126539	magenta2	Amino acids, peptides, and analogues
HMDB0127545	dodgerblue1	Amino acids, peptides, and analogues
HMDB0127559	mistyrose2	Amino acids, peptides, and analogues
HMDB0127565	dodgerblue1	Amino acids, peptides, and analogues
HMDB0127610	rosybrown4	Amino acids, peptides, and analogues
HMDB0127611	dodgerblue1	Amino acids, peptides, and analogues
HMDB0127976	dodgerblue1	Amino acids, peptides, and analogues
HMDB0128534	seashell3	Amino acids, peptides, and analogues
HMDB0128737	lightblue	Amino acids, peptides, and analogues
HMDB0128968	darkseagreen	Amino acids, peptides, and analogues
HMDB0129122	brown2	Amino acids, peptides, and analogues
HMDB0129423	lightblue2	Amino acids, peptides, and analogues
HMDB0130040	mediumorchid1	Amino acids, peptides, and analogues
HMDB0130118	mistyrose2	Amino acids, peptides, and analogues
HMDB0132954	coral2	Amino acids, peptides, and analogues
HMDB0132994	paleturquoise	Amino acids, peptides, and analogues
HMDB0133267	red1	Amino acids, peptides, and analogues
HMDB0133280	lightblue1	Amino acids, peptides, and analogues
HMDB0133638	darkred	Amino acids, peptides, and analogues
HMDB0133697	limegreen	Amino acids, peptides, and analogues
HMDB0133744	skyblue	Amino acids, peptides, and analogues
HMDB0133933	cornsilk2	Amino acids, peptides, and analogues
HMDB0134045	mistyrose	Amino acids, peptides, and analogues
HMDB0134061	brown4	Amino acids, peptides, and analogues
HMDB0134078	bisque3	Amino acids, peptides, and analogues
HMDB0134609	white	Amino acids, peptides, and analogues
HMDB0134650	dodgerblue1	Amino acids, peptides, and analogues
HMDB0135282	mistyrose2	Amino acids, peptides, and analogues
HMDB0135577	lightsteelblue1	Amino acids, peptides, and analogues
HMDB0135669	floralwhite	Amino acids, peptides, and analogues
HMDB0135692	lightskyblue3	Amino acids, peptides, and analogues
HMDB0135801	lightsteelblue1	Amino acids, peptides, and analogues
C02567	coral	Organic acids
HMDB0002284	coral1	Organic acids
HMDB0014989	whitesmoke	Organic acids
HMDB0030481	darkgoldenrod1	Organic acids
HMDB0031651	whitesmoke	Organic acids
HMDB0041947	green	Organic acids
HMDB0060834	lightskyblue1	Organic acids
HMDB0061136	deepskyblue	Organic acids
HMDB0031212	darkturquoise	Organic acids
HMDB0031252	orange4	Organic acids
HMDB0015093	navajowhite4	Organic acids
HMDB0031162	black	Organic acids
HMDB0040172	whitesmoke	Organic acids
HMDB0034699	darkorange2	Organic acids
HMDB0034713	chocolate2	Organic acids
HMDB0031828	lightcoral	Organic acids
HMDB0039565	ivory	Organic acids
HMDB0000739	purple2	Organic acids
HMDB0029841	magenta2	Organic acids
HMDB0033653	cyan	Organic acids
HMDB0037556	seashell1	Organic acids
C02341	lightyellow	Organic acids
HMDB0000379	dodgerblue1	Organic acids
HMDB0033397	whitesmoke	Organic acids
HMDB0030442	dodgerblue1	Organic acids
HMDB0038517	brown2	Organic acids
HMDB0002601	green	Organic acids
HMDB0031665	lightpink	Organic acids
C08317	whitesmoke	Organic acids
C02800	lightyellow	Organic acids
HMDB0031471	dodgerblue1	Organic acids
C00109	paleturquoise4	Organic acids
C03771	mistyrose2	Organic acids
C06873	darkred	Organic acids
HMDB0031815	skyblue3	Organic acids
C07752	orange4	Organic acids
C08141	orangered1	Organic acids
C04299	seashell4	Organic acids
C16556	whitesmoke	Organic acids
C16558	whitesmoke	Organic acids
C00074	darkorange	Organic acids
C12215	indianred1	Organic acids
C14430	lightyellow3	Organic acids
C18749	coral3	Organic acids
C00245	darkred	Organic acids
HMDB0000559	lightskyblue4	Organic acids
HMDB0002062	darkred	Organic acids
HMDB0059724	salmon	Organic acids
HMDB0059993	whitesmoke	Organic acids
HMDB0060018	lightyellow	Organic acids
HMDB0060600	whitesmoke	Organic acids
HMDB0060609	khaki2	Organic acids
HMDB0062550	indianred4	Organic acids
HMDB0062720	darkolivegreen	Organic acids
HMDB0124993	darkgoldenrod3	Organic acids
HMDB0128019	whitesmoke	Organic acids
HMDB0128030	whitesmoke	Organic acids
HMDB0131144	darkorchid4	Organic acids
HMDB0134099	darkturquoise	Organic acids
HMDB0134105	darkolivegreen	Organic acids
HMDB0135245	mistyrose2	Organic acids
HMDB0135705	whitesmoke	Organic acids
HMDB0039464	black	Organic acids
C06604	antiquewhite3	Organic acids
C14322	deeppink2	Organic acids
C18985	deeppink1	Organic acids
HMDB0039897	dodgerblue1	Organic acids
HMDB0040135	dodgerblue1	Organic acids
HMDB0060863	dodgerblue1	Organic acids
C04352	darkorange	Organic acids
HMDB0005767	bisque3	Organic acids
HMDB0011163	slateblue3	Organic acids
HMDB0011167	brown2	Organic acids
HMDB0011168	skyblue4	Organic acids
C02824	salmon	Organic acids
HMDB0031200	lavender	Organic acids
HMDB0033548	lightcyan1	Organic acids
C07597	dodgerblue1	Others
HMDB0000488	tan4	Others
C00750	magenta2	Others
C00931	indianred2	Others
C02735	rosybrown2	Others
C12144	black	Others
C20792	salmon4	Others
HMDB0014631	orangered4	Others
HMDB0015692	brown4	Others
HMDB0142435	lightgreen	Others
HMDB0031890	royalblue3	Others
HMDB0036031	indianred1	Others
C06975	whitesmoke	Others
HMDB0029216	whitesmoke	Others
C14844	dodgerblue1	Others
HMDB0003502	blue4	Others
HMDB0004249	mediumpurple2	Others
HMDB0014924	tan2	Others
HMDB0030039	whitesmoke	Others
HMDB0094658	lightblue4	Others
C00345	lightpink4	Carbohydrates
C00532	darkturquoise	Carbohydrates
C00597	indianred4	Carbohydrates
C01151	lavenderblush3	Carbohydrates
C01217	floralwhite	Carbohydrates
C01239	royalblue3	Carbohydrates
C01613	hotpink4	Carbohydrates
C01697	lightyellow	Carbohydrates
C01796	darkseagreen1	Carbohydrates
C02052	greenyellow	Carbohydrates
C03878	green	Carbohydrates
C04132	mediumvioletred	Carbohydrates
C04377	hotpink4	Carbohydrates
C04540	brown4	Carbohydrates
C04886	brown4	Carbohydrates
C06572	indianred3	Carbohydrates
C06820	yellow3	Carbohydrates
C06912	bisque4	Carbohydrates
C08073	lavenderblush	Carbohydrates
C12389	burlywood3	Carbohydrates
C12662	green	Carbohydrates
C15658	red4	Carbohydrates
C16699	sienna2	Carbohydrates
C19909	green	Carbohydrates
C21649	darkorchid1	Carbohydrates
HMDB0000445	lemonchiffon2	Carbohydrates
